chromosome	Start	End	strand	Blood	GENE ID
4	139698144	139698554	-	38.37830145	H3F3AP6
4	139685127	139685427	-	0	RN7SKP237
4	139665768	139740745	+	215.7970439	MGST2
4	139546266	139546727	+	0	FTH1P24
4	139495941	139606699	-	169.7588226	SETD7
4	139453232	139476609	+	862.8459315	RAB33B
4	139318378	139318486	+	0	RNU6-1214P
4	139301455	139420033	+	118.6502566	NAA15
4	139266880	139302551	-	143.0579334	NDUFC1
4	139266163	139280338	-	0.42855288	MGARP
4	139256657	139256760	-	0	RNU6-1074P
4	139231026	139231119	-	0	RNU6-506P
4	139185441	139185746	+	0	RN7SL311P
4	139114930	139115374	-	59.75525983	PPP1R14BP3
4	139100377	139100658	+	5.548289165	RN7SL382P
4	139055475	139055578	+	5.936515404	RNU6-531P
4	139028112	139177218	-	3444.247245	ELF2
4	139015789	139045939	+	98.87682198	NOCT
4	138425523	138436869	+	0	LINC00500
4	138309711	138424344	+	0	LINC00499
4	138298856	138312658	-	0	LINC00498
4	138164097	138242349	-	30.77064701	SLC7A11
4	138057464	138178177	+	0	SLC7A11-AS1
4	138027422	138130709	-	0	LINC00616
4	137518918	137532494	-	0	PCDH18
4	137448087	137448501	+	0	RPS23P2
4	137425426	137425864	-	0	STMN1P2
4	137301001	137301187	-	0	SERF1AP1
4	136355110	136356336	-	0	TERF1P3
4	135995929	135996092	-	0	RNU1-89P
4	135866983	135913680	-	0	LINC00613
4	135565117	135567157	-	0	TARS2P1
4	135371177	135371924	-	0	KRT18P54
4	134327063	134328798	+	0	PES1P1
4	134196333	134201748	-	0	PABPC4L
4	133149315	133208606	+	0	PCDH10
4	133124104	133126063	+	0	R3HDM2P1
4	132592084	132592536	+	0	AARSP1
4	132591089	132678503	+	0	LINC01256
4	132367786	132368479	-	0	ELL2P2
4	131857343	131857913	-	0	RPL7AP28
4	131720260	131720543	-	0	RN7SL205P
4	131273242	131273348	+	0	RNU6-224P
4	130503357	130504344	-	0	GAPDHP56
4	130494673	130495285	+	0	PGBD4P4
4	129903010	129904163	+	0	EEF1GP8
4	129135926	129139740	-	0	ZSWIM5P3
4	129093317	129116640	+	456.3401844	C4orf33
4	128864921	129093607	-	2553.353284	SCLT1
4	128809623	128875224	+	2465.388233	JADE1
4	128768228	128769948	+	0	JADRR
4	128269237	128288829	-	258.7438779	PGRMC2
4	128155389	128156204	+	0.587329049	FOSL1P1
4	128061268	128222931	+	55.91141502	LARP1B
4	127917732	127966034	-	381.5715092	MFSD8
4	127891991	127892082	+	0	RNU6-583P
4	127880861	127899195	+	17.96000472	PLK4
4	127781821	127840733	+	0.42855288	HSPA4L
4	127730378	127774299	+	0	SLC25A31
4	127623271	127726737	+	0.853830362	INTU
4	126563509	126564776	+	0	RBM48P1
4	125723267	125724217	-	0	TMEM248P1
4	125316399	125492932	+	4.410920807	FAT4
4	124664052	124712732	-	237.2456975	ANKRD50
4	124462863	124463790	-	0	TECRP2
4	123745750	123746226	-	0	RPL21P50
4	123650267	123930406	+	0	LINC01091
4	123396795	123403760	+	9.675671975	SPRY1
4	122923074	123319450	+	35.49145657	SPATA5
4	122888697	122922968	-	10.52950234	NUDT6
4	122826708	122898236	+	0	FGF2
4	122732702	122744943	+	8.113953835	BBS12
4	122728532	122732482	-	0	CETN4P
4	122618983	122689156	+	1.710936122	IL21-AS1
4	122610108	122621069	-	0	IL21
4	122451470	122456725	-	0.42855288	IL2
4	122378966	122429802	+	0	ADAD1
4	122152333	122362758	+	10557.44852	KIAA1109
4	122087508	122087811	-	0	RN7SL335P
4	121879027	121951754	-	0	TRPC3
4	121824440	121870497	-	81.5712296	BBS7
4	121816444	121823933	-	7.69757485	CCNA2
4	121801317	121817021	+	226.3328383	EXOSC9
4	121764585	121766814	+	0	PP12613
4	121758930	121765427	-	0	TMEM155
4	121667955	121697113	-	2028.804858	ANXA5
4	121451541	121451967	+	0	TUBB4BP5
4	121329312	121381059	-	0	QRFPR
4	121192797	121192903	-	0	RNU6-948P
4	121131408	121227466	-	4.977996799	TNIP3
4	121061172	121061478	-	0	RN7SKP137
4	121035613	121073021	-	0	NDNF
4	120895494	120897083	-	0	SETP12
4	120810469	120810569	+	0.42855288	RNU6-550P
4	120684919	120922870	-	480.2943007	PRDM5
4	120091046	120092282	-	0	LTV1P1
4	120055608	120067074	-	21.4810953	MAD2L1
4	119799089	119804515	-	0	LINC01365
4	119494395	119628991	-	66.6192914	PDE5A
4	119434005	119434108	-	0	RNU6-1217P
4	119407967	119454638	-	18.17860028	GTF2IP12
4	119367562	119367646	+	0	RNU4-33P
4	119334329	119378233	+	1.015881929	KLHL2P1
4	119317250	119322390	-	0	FABP2
4	119296419	119304445	-	3000.941022	C4orf3
4	119212587	119295517	+	162.6905562	USP53
4	119135784	119187789	+	0	MYOZ2
4	118850688	119061247	+	29.57349652	SYNPO2
4	118722823	118838683	-	1474.993052	SEC24D
4	118685368	118715433	+	317.4764104	METTL14
4	118640673	118640858	+	1.174658097	SEPT14P4
4	118635970	118638782	-	19.24885022	CICP16
4	118606450	118606553	+	0	RNU6-1054P
4	118467590	118554100	+	10.40894361	CEP170P1
4	118400514	118400834	-	0	NDUFS5P5
4	118280038	118353003	-	0	PRSS12
4	118278709	118279823	+	176.842841	SNHG8
4	118193405	118194751	-	0	FKBP4P1
4	118033618	118258648	+	4.920633475	NDST3
4	117574512	117576174	-	2.703260083	NT5C3AP1
4	117413462	117414279	+	0	RPSAP35
4	117406166	117691188	+	0	LINC01378
4	117083554	117085576	-	0	TRAM1L1
4	116839279	116839385	+	0	RNU6-119P
4	116598161	116599611	+	0	ACTN4P1
4	116425983	116430892	-	0	CUL4AP1
4	116378919	116379269	+	0	TRMT112P1
4	116298876	116300320	+	0	MTRNR2L13
4	116193997	116194751	-	0	TTC39CP1
4	116043407	116044045	-	0	EIF3KP3
4	115920707	115921978	+	0	KRT18P21
4	115764099	115764819	-	0	PGAM4P2
4	115628812	115629707	+	0	RPF2P2
4	115142982	115143303	+	0	MRPS33P3
4	114827763	115113876	-	0	NDST4
4	114799331	114799629	+	0	RN7SL808P
4	114713579	114714920	-	0.42855288	CIR1P2
4	114656759	114656854	+	0	MIR577
4	114598455	114678224	+	1.710936122	UGT8
4	113900284	113979727	-	1.44115941	ARSJ
4	113451032	113761927	-	91.19234872	CAMK2D
4	113420323	113420486	+	0	RNU1-138P
4	113419840	113420136	+	0	RN7SL184P
4	113214046	113217170	-	11.10315864	AC004057.1
4	113152282	113152362	+	0	MIR8082
4	112818109	113383740	+	0	ANK2
4	112788083	112788878	-	2.709810881	RPL7AP30
4	112693459	112693792	-	0	WRBP1
4	112685055	112685503	+	0	OSTCP4
4	112648485	112648557	-	0	MIR302B
4	112648363	112648430	-	0.42855288	MIR302C
4	112648183	112648251	-	0	MIR302A
4	112648004	112648071	-	0.42855288	MIR302D
4	112647874	112647941	-	0	MIR367
4	112636964	112657592	+	697.1622519	LARP7
4	112539333	112636995	-	118.2249496	ZGRF1
4	112530371	112530672	-	0	RPL23AP94
4	112513516	112516172	-	0	NEUROG2
4	112455924	112457785	+	0.587329049	TOX4P1
4	112356135	112359819	+	64.57719357	RTEL1P1
4	112285509	112442620	+	8058.380458	ALPK1
4	112274542	112285903	-	406.9386728	TIFA
4	112231737	112270047	+	65.44210162	AP1AR
4	112077598	112078400	+	0	TUBB8P3
4	112068010	112068526	+	0	CCDC34P1
4	111331412	111331518	+	0	RNU6-289P
4	110945109	110945799	-	0	LYPLA1P2
4	110860582	110860647	-	0	MIR297
4	110794403	110797344	+	0	LINC01438
4	110617423	110642123	-	0	PITX2
4	110415898	110418504	+	0	ZNF969P
4	110399773	110400511	-	0	RPL7L1P13
4	110365733	110565285	+	7.539487885	ENPEP
4	110291644	110293573	+	0	ZBED1P1
4	110278185	110278291	+	0	RNU6-205P
4	110251871	110252099	-	0	HSBP1P2
4	110117736	110118070	+	0	RN7SL275P
4	110045846	110199199	-	50.50373189	ELOVL6
4	109992325	109992431	+	0	RNU6-35P
4	109912884	110012266	+	3.84390384	EGF
4	109879070	109879897	-	0	KRT19P3
4	109848202	109872315	+	2.845029081	LRIT3
4	109827994	109844604	+	1.44115941	RRH
4	109815510	109824740	+	43.19233633	GAR1
4	109740694	109802179	-	0	CFI
4	109709989	109730077	-	64.59148763	PLA2G12A
4	109688622	109703583	-	45.80461817	CASP6
4	109673843	109674124	+	0.42855288	HIGD1AP14
4	109555170	109555732	+	2.615817507	CDC42P4
4	109553243	109554094	-	2.571317281	SETP20
4	109488698	109488795	+	0	MIR576
4	109450772	109451068	-	0	RN7SL55P
4	109433772	109540896	+	1366.689648	SEC24B
4	109347475	109433817	-	8.554680611	SEC24B-AS1
4	109346326	109347459	-	0	RBMXP4
4	108808725	109302752	-	0	COL25A1
4	108788745	108789779	-	0	RCC2P8
4	108742040	108763054	-	0	ETNPPL
4	108652150	108652256	+	0	RNU6-431P
4	108650584	108667820	+	139.6996121	OSTC
4	108620566	108630412	+	2959.599704	RPL34
4	108538190	108620460	-	4.133963121	RPL34-AS1
4	108417705	108419763	-	0	EXOC7P1
4	108407843	108408578	-	0	RPSAP34
4	108167525	108256836	+	25.62004165	LEF1-AS1
4	108047545	108168956	-	654.3560911	LEF1
4	107989714	108035175	+	96.3455056	HADH
4	107931369	107953457	+	33.11259068	CYP2U1
4	107867807	107867910	-	0	RNU6-733P
4	107824563	107915047	+	46.16606233	SGMS2
4	107590276	107720452	-	970.9506339	PAPSS1
4	107435118	107435220	+	0	RNU6-551P
4	107203349	107203924	-	0	RAC1P5
4	106921802	107283806	-	0	DKK2
4	106836498	106837601	-	0	ACTR6P1
4	106357485	106368825	-	0	GIMD1
4	106315544	106349226	+	171.8487624	AIMP1
4	106041599	106321495	-	120.6350225	TBCK
4	105894775	106004027	+	0	NPNT
4	105708778	105847728	+	18.20206971	GSTCD
4	105682627	105895986	-	198.3623884	INTS12
4	105561591	105570238	+	0	ARHGEF38-IT1
4	105552620	105708093	+	2.460316738	ARHGEF38
4	105484698	105486080	+	4.174528259	EEF1A1P9
4	105406997	105407092	+	0	RNU6-553P
4	105369077	105474081	-	207.5582194	PPA2
4	105293664	105293946	+	2.578527768	RN7SL89P
4	105171354	105178063	-	12.40188936	TET2-AS1
4	105145875	105279816	+	16867.18793	TET2
4	105102891	105104004	-	176.4111013	AC004069.2
4	104974672	104974771	+	0	RNU6-351P
4	104468312	104494901	-	0.85710576	CXXC4
4	103924540	103924641	+	0	RNU6-635P
4	103586031	103719816	-	0	TACR3
4	103572089	103574082	+	0	DDX3P3
4	103105806	103198409	-	16.00834282	CENPE
4	103079435	103099883	-	33.25531928	BDH2
4	103019868	103085829	-	39.40831652	SLC9B2
4	102961956	102963327	+	0	ACTR3BP4
4	102896725	102898237	+	1.849429722	PABPC1P7
4	102885048	103019739	-	7.704125648	SLC9B1
4	102868974	102892807	+	70.90226113	CISD2
4	102837047	102837099	-	0	RNU7-151P
4	102794383	102868896	-	14377.8939	UBE2D3
4	102728746	102730171	-	156.4843359	KRT8P46
4	102727274	102730721	-	127.0444646	LRRC37A15P
4	102662611	102663073	+	0	AF213884.1
4	102630770	102760994	-	4088.029301	MANBA
4	102501329	102617302	+	2336.325806	NFKB1
4	102500841	102501319	-	0	AF213884.3
4	102461250	102462152	+	0	AF213884.2
4	102348392	102348691	-	0	RN7SL728P
4	102251041	102431258	-	64.72682388	SLC39A8
4	101972423	101972798	+	0	MTND5P5
4	101723876	101723980	+	0	RNU6-462P
4	101411286	102074812	+	175.7022563	BANK1
4	101347780	101348883	+	51.46026257	FLJ20021
4	101330302	101330414	-	0	MIR1255A
4	101240795	101240872	-	0	MIR8066
4	101023409	101348278	-	2461.394938	PPP3CA
4	100812255	100814280	-	0	LINC01218
4	100778582	100791235	-	0	LINC01217
4	100660279	100675113	-	0	LINC01216
4	100395341	100880126	-	0	EMCN
4	100185870	100190782	-	0	DDIT4L
4	100041841	100042104	-	0	DYNLL1P6
4	99948086	99950388	-	2995.58305	H2AFZ
4	99896248	99946726	-	1004.924404	DNAJB14
4	99878336	99894490	-	1184.14621	LAMTOR3
4	99816833	99870154	+	4792.551442	DAPP1
4	99563761	99623999	+	0.42855288	MTTP
4	99546709	99564032	-	63.62831974	TRMT10A
4	99511004	99542303	+	0	C4orf17
4	99412261	99435737	-	0	ADH7
4	99336492	99353027	-	0	ADH1C
4	99304964	99352760	-	0	ADH1B
4	99276367	99291028	-	0	ADH1A
4	99202638	99219537	-	4.562516001	ADH6
4	99160514	99161645	-	0	PCNAP1
4	99123657	99157792	-	0	ADH4
4	99070978	99088801	-	310.2756699	ADH5
4	99022311	99023131	-	0	ABT1P1
4	98997387	98997460	+	0	MIR3684
4	98995620	99062813	+	291.2271621	METAP1
4	98976800	98977117	-	0	NDUFS5P4
4	98966815	98966873	-	0	RNU7-149P
4	98955982	98956767	+	0	FAM177A1P1
4	98909537	98909848	-	0	TBCAP3
4	98871684	98930637	-	268.2529058	EIF4E
4	98740742	98741231	+	0	BTF3P13
4	98470367	98658629	-	28.31173819	TSPAN5
4	98261384	98443861	+	164.7570302	RAP1GDS1
4	98048555	98049043	+	0	DUTP8
4	98025390	98026240	+	0	RPL5P12
4	97916353	97917401	-	0	CRYZP2
4	97366926	97490164	+	0	STPG2-AS1
4	97184093	98143240	-	0	STPG2
4	96902801	96903050	+	0	COX7A2P2
4	96348734	96349038	-	0	RN7SKP28
4	96152297	96152403	-	0	RNU6-34P
4	95868667	95868764	-	0	RNU6-1059P
4	95840019	95841474	+	0	PDHA2
4	95644952	95645293	-	0	RPL30P6
4	95162504	95549206	-	4.644305966	UNC5C
4	94757968	95158448	+	1.849429722	BMPR1B
4	94451857	94668227	+	909.4456375	PDLIM5
4	94298535	94342876	-	6.919042682	HPGDS
4	94207611	94291292	+	109.1131372	SMARCAD1
4	94195940	94196513	-	0	HMGB3P15
4	93828753	93830964	+	0	ATOH1
4	93820171	93820280	+	0	RNA5SP164
4	92702345	92702659	+	0	MTND1P19
4	92303622	93810157	+	0	GRID2
4	92182477	92184052	-	0	PMPCAP1
4	91885046	91885254	-	0	KRT19P6
4	90838903	90839037	-	156.0007251	TMSB4XP8
4	90370123	90370427	+	0	RN7SKP248
4	90127535	91601913	+	2.139489002	CCSER1
4	89879532	89954629	+	8.963610612	MMRN1
4	89836408	89841978	+	0	SNCA-AS1
4	89724099	89838315	-	6.276727522	SNCA
4	89236386	89308010	-	504.6139924	GPRIN3
4	89130852	89130953	+	0	RNU6-907P
4	89111500	89114899	+	16.5030985	TIGD2
4	88725955	89111398	-	287.2619247	FAM13A
4	88709789	88730103	+	1169.046531	FAM13A-AS1
4	88695915	88697829	-	22.76344902	NAP1L5
4	88684848	88684954	-	6.125161841	RNU6-33P
4	88592423	88708542	+	7194.994843	HERC3
4	88583666	88583972	-	0	RN7SKP244
4	88521573	88521789	-	0	PIGY
4	88520985	88523813	-	0	PYURF
4	88457117	88506163	+	1828.49038	HERC5
4	88378739	88443111	+	412.1297797	HERC6
4	88275205	88275308	-	0	RNU6-112P
4	88257620	88284769	-	234.1558642	PPM1K
4	88226729	88226829	+	0	RNU6-1298P
4	88206427	88206552	-	0	RNU6ATAC31P
4	88201703	88201810	+	0	RNU6-818P
4	88090264	88231322	-	0.853830362	ABCG2
4	88007668	88077777	+	338.6002735	PKD2
4	88000237	88000401	+	0	RNU1-36P
4	87975650	87983426	+	330.8198781	SPP1
4	87891843	87894015	+	2.028488459	HSP90AB3P
4	87821411	87846817	+	0	MEPE
4	87799581	87812435	+	0	IBSP
4	87785920	87786371	-	0	CHCHD2P7
4	87650307	87664361	+	0	DMP1
4	87608553	87616910	+	0	DSPP
4	87473335	87531061	-	0	SPARCL1
4	87422582	87459454	+	54.77083028	NUDT9
4	87386883	87387174	-	0	RN7SL681P
4	87336610	87391386	-	6097.787818	HSD17B11
4	87303789	87322906	-	43.24894496	HSD17B13
4	87300495	87300583	-	0	MIR5705
4	87207092	87208086	+	1.582928408	GAPDHP60
4	87160103	87240314	-	1240.935851	KLHL8
4	86949669	86950113	-	0.42855288	TECRP1
4	86935002	87141054	+	4272.707671	AFF1
4	86876205	86892422	-	6.939295738	C4orf36
4	86823468	86849263	-	0.85710576	SLC10A6
4	86594315	86815171	+	24.38165859	PTPN13
4	86542482	86542552	-	0	MIR4452
4	86336318	86336614	-	0	RN7SKP96
4	85990007	86594625	-	0	MAPK10
4	85475114	86002670	+	159.7533683	ARHGAP24
4	85100496	85100823	+	0	RN7SKP48
4	84965682	85011277	+	49.50607912	WDFY3-AS2
4	84886386	84886486	-	0.42855288	RNU6-469P
4	84803258	84810391	+	0	WDFY3-AS1
4	84687725	84688000	-	5.406520167	RN7SL552P
4	84669610	84966391	-	10815.52316	WDFY3
4	84582979	84651338	+	2.84830448	CDS1
4	84544304	84544519	-	0	RPL3P13
4	84491987	84498450	-	0	NKX6-1
4	84233657	84233763	+	0	RNU6-774P
4	83502699	83503034	+	0	RPL30P5
4	83477524	83478424	+	1.44115941	SLC25A14P1
4	83455932	83469735	+	117.2367915	MRPS18C
4	83407343	83455856	-	228.0310251	HELQ
4	83292461	83335153	-	1155.088233	HPSE
4	83261536	83284914	-	191.6543243	COQ2
4	83090048	83137075	-	314.1195147	PLAC8
4	83034447	83075818	+	123.1906762	COPS4
4	83003412	83003517	+	0	RNU6-615P
4	82909973	83012926	-	728.9524156	LIN54
4	82900684	82919969	+	32.78307343	THAP9
4	82893009	82900960	-	803.8020584	THAP9-AS1
4	82818661	82901166	-	834.1327849	SEC31A
4	82753337	82753430	-	0	MIR575
4	82629539	82798857	-	7.839373361	SCD5
4	82613113	82621437	-	0	LINC00575
4	82490823	82491635	-	0	RPL7AP26
4	82483170	82562357	-	0	TMEM150C
4	82430562	82461091	+	63.03777192	ENOPH1
4	82422564	82430408	-	3569.622961	HNRNPDL
4	82401578	82402456	-	0	IGBP1P4
4	82352498	82374503	-	3762.94175	HNRNPD
4	82275071	82276600	+	6.982267601	BIN2P1
4	82174547	82174653	+	0	RNU6-499P
4	82128535	82129656	+	0	HNRNPA3P13
4	82010665	82013095	-	0	NPM1P41
4	81919995	81920387	-	0	COX5BP1
4	81426393	82044244	-	33.07170497	RASGEF1B
4	81334303	81334418	+	0	RNU5A-2P
4	81087370	81215117	-	8.910241402	PRKG2
4	81030965	81057531	+	0	BMP3
4	80266599	80336680	+	0	FGF5
4	80183879	80204329	+	549.2541953	PRDM8
4	79901149	80125454	-	5282.894115	ANTXR2
4	79827471	79877770	+	0	PCAT4
4	79587302	79588130	-	0.587329049	OR7E94P
4	79492416	79576460	+	4.161456177	LINC00989
4	79406352	79408293	-	0	GK2
4	79225694	79326050	-	0	NAA11
4	78971748	79308798	+	0	LINC01088
4	78898855	78899154	+	5.406520167	RN7SL127P
4	78887127	78939438	-	50.06225449	PAQR3
4	78820752	78820821	+	0	MIR5096
4	78776342	78916372	+	820.0049635	BMP2K
4	78648954	78649242	-	0	HIGD1AP13
4	78645903	78682699	+	118.0611432	LINC01094
4	78551519	78610451	+	1874.458258	ANXA3
4	78379197	78379514	+	0	MINOS1P4
4	78180866	78182046	-	1.849429722	SERBP1P5
4	78057570	78544269	+	0	FRAS1
4	77987860	77988813	-	0	HNRNPA1P56
4	77963940	77964511	+	0	HMGB1P44
4	77862520	77952790	+	35.70945708	MRPL1
4	77713387	77819615	-	1776.801725	CNOT6L
4	77511753	77611834	+	0	CXCL13
4	77157151	77433388	+	4354.160255	CCNG2
4	77150328	77150437	-	0	RNU6-1187P
4	77082403	77083126	-	2.88231882	RPL7P17
4	77047158	77076005	-	7326.029584	CCNI
4	76958860	76959169	-	0	TXNP6
4	76894928	76898147	-	0	SOWAHB
4	76573568	76573632	+	0	MIR4450
4	76532222	76532327	-	0	RNU6-145P
4	76435100	76783253	+	1.015881929	SHROOM3
4	76356610	76356715	-	0	RNU6-1000P
4	76344550	76345590	+	0	SNX5P1
4	76312997	76421868	-	0	CCDC158
4	76251721	76311129	+	6.919042682	FAM47E-STBD1
4	76214040	76283780	+	0.85710576	FAM47E
4	76158733	76234536	-	282.7199114	SCARB2
4	76114659	76148515	-	203.7240237	NUP54
4	76033682	76041415	-	0	CXCL11
4	76021117	76023497	-	2.990043965	CXCL10
4	76011184	76112802	+	0.42855288	ART3
4	76001275	76007488	-	0	CXCL9
4	75940950	75990962	-	113.524058	SDAD1
4	75913657	75941051	-	1189.377845	NAAA
4	75859864	75902571	-	7.7931261	PPEF2
4	75829454	75829589	-	0	RNU2-16P
4	75724593	75814286	+	884.2335936	USO1
4	75642782	75724525	-	1783.096588	G3BP2
4	75578005	75630716	-	1.015881929	CDKL2
4	75513946	75550473	+	246.7968037	THAP6
4	75479037	75514764	-	231.7876267	RCHY1
4	74933095	75050115	+	7.914642042	PARM1
4	74917822	74918138	+	0	HSPE1P23
4	74744759	74794686	-	0	BTC
4	74445134	74455009	+	176.2762008	AREG
4	74365143	74388751	+	19.78656568	EREG
4	74308473	74315307	+	0	EPGN
4	74114174	74303099	+	24.80366067	MTHFD2L
4	74097035	74099293	-	1.582928408	CXCL2
4	74054038	74055399	-	0	PPBPP2
4	74036589	74038807	-	4.323478231	CXCL3
4	74011578	74011876	+	0	RN7SL218P
4	73995642	73998779	-	2.139489002	CXCL5
4	73987038	73988197	-	61.70335333	PPBP
4	73981077	73982124	-	45.95220504	PF4
4	73938604	73939558	-	0	HNRNPA1P55
4	73869393	73871242	+	2703.685979	CXCL1
4	73853189	73854155	+	22.96414569	PF4V1
4	73847866	73848829	+	0	PPBPP1
4	73836497	73849064	+	172.3671854	CXCL6
4	73740506	73743716	+	50990.81242	CXCL8
4	73571550	73620631	-	3.574127128	RASSF6
4	73481683	73504001	+	0	AFM
4	73431138	73456174	+	0	AFP
4	73397114	73421412	+	0	ALB
4	73098822	73099145	+	6.739983945	HMGA1P2
4	73073376	73258798	-	2457.897524	ANKRD17
4	73052362	73069755	-	107.3571474	COX18
4	73026748	73026873	+	0	RNU6ATAC5P
4	72965178	72965303	+	0	RNU4ATAC9P
4	72807267	72808192	+	0	HNRNPA1P67
4	72280969	72569386	-	0	ADAMTS3
4	72031804	72148067	+	0	NPFFR2
4	71759518	71759616	-	0	RNA5SP163
4	71741693	71804041	-	0	GC
4	71434405	71437924	-	0	LDHAL6EP
4	71062667	71572087	+	24.46789338	SLC4A4
4	70992538	71030914	+	225.8402927	DCK
4	70902326	71022449	+	87.79575282	MOB1B
4	70852130	70852240	+	0	RNU6-891P
4	70815782	70839945	-	363.477392	GRSF1
4	70704204	70807315	+	119.0787799	RUFY3
4	70703018	70703123	-	0	RNU6-784P
4	70701755	70701858	+	0	RNU6-520P
4	70688479	70690551	+	155.9357344	UTP3
4	70655541	70681817	-	40.40409296	JCHAIN
4	70628744	70686816	+	0	ENAM
4	70592256	70607288	+	0	AMBN
4	70518540	70532742	+	0	AMTN
4	70430492	70482997	+	0	MUC7
4	70370093	70390244	+	0	SMR3B
4	70360761	70367158	+	0	SMR3A
4	70334966	70337116	+	0	CABS1
4	70242588	70251428	+	0	CSN3
4	70226071	70235252	+	0	FDCSP
4	70196496	70204576	+	0	ODAM
4	70133616	70176799	+	0	PRR27
4	70067386	70085290	+	0	CSN1S2AP
4	70050402	70058845	+	0	HTN1
4	70028413	70036538	+	0	HTN3
4	69995930	70002570	+	0	STATH
4	69955256	69961007	-	0	CSN2
4	69931081	69946574	+	0	CSN1S1
4	69841212	69860152	-	0.42855288	SULT1E1
4	69791872	69813888	-	0	SULT1D1P
4	69721162	69787961	-	3096.82823	SULT1B1
4	69589309	69639642	-	0	UGT2A2
4	69588417	69653249	-	0	UGT2A1
4	69517667	69518400	-	0	UGT2A3P7
4	69480165	69526014	-	0	UGT2B4
4	69408828	69423164	+	0	UGT2B24P
4	69389492	69402081	+	0	UGT2B25P
4	69280499	69295050	+	13.63501795	UGT2B28
4	69199951	69214731	-	114.2074427	UGT2B11
4	69051363	69112987	+	0	UGT2B7
4	69027831	69044578	+	0	UGT2B26P
4	69004862	69020414	-	0	UGT2B27P
4	68928463	68951791	-	0	UGT2A3
4	68646630	68670628	-	0	UGT2B15
4	68537184	68568527	-	0	UGT2B17
4	68509441	68517647	-	0	UGT2B29P
4	68304343	68304939	-	0	APOOP4
4	68226653	68245720	-	0	TMPRSS11B
4	68184081	68218080	-	0	TMPRSS11BNL
4	68182292	68212470	+	0	FTLP10
4	68061822	68063269	-	0	SYT14P1
4	68053198	68129880	-	0	TMPRSS11F
4	68038544	68039647	+	0	GCOM2
4	68003895	68004001	+	0	RNU6-95P
4	67991684	68015768	-	0	TMPRSS11GP
4	67909385	67964140	-	0	TMPRSS11A
4	67820876	67884032	-	1.99119872	TMPRSS11D
4	67766480	67773854	-	0	TMPRSS11CP
4	67739328	67754360	-	0.99559936	GNRHR
4	67716375	67717388	-	0	ST3GAL1P1
4	67701280	68080952	+	32.55933739	UBA6-AS1
4	67612652	67701179	-	468.7768451	UBA6
4	67558728	67607337	+	43.10717596	STAP1
4	67468748	67545606	-	295.4559312	CENPC
4	67429591	67429754	-	0	RNU1-63P
4	66897262	66897371	+	0	RNU6-699P
4	66431092	66431521	+	0	RPS23P3
4	66276824	66276928	+	0	MIR1269A
4	65807240	65807435	-	0	RNU2-40P
4	65669961	65698029	+	0	EPHA5-AS1
4	65319563	65670495	-	0	EPHA5
4	64609454	64610532	-	0	MTND5P13
4	64608905	64609424	+	0	MTND6P16
4	64430909	64433215	+	0	DPP3P1
4	64397694	64397787	-	0	RNU6-191P
4	64275257	64409468	-	0	TECRL
4	63350114	63351472	+	0	LARP1BP1
4	62816826	62818794	+	0	EXOC5P1
4	62510469	62510771	+	0	HMGN1P11
4	62248294	62248770	+	0	RPL21P47
4	62105660	62106049	-	1.174658097	RPS15AP17
4	62071752	62165554	-	0	ADGRL3-AS1
4	61211652	61212203	+	0	RPL17P19
4	61201258	62078335	+	0	ADGRL3
4	60922619	60922684	+	0	MIR548AG1
4	59834063	59834167	+	0	RNU6-1325P
4	58103147	58103434	+	0	SRIP1
4	57352999	57353329	-	0	RPS26P24
4	57109762	57205510	+	0	IGFBP7-AS1
4	57072683	57073132	+	0	UBE2CP3
4	57030773	57110385	-	42.48679625	IGFBP7
4	57002692	57002792	+	1.582928408	RNU6-998P
4	56977722	57031168	+	2813.186328	POLR2B
4	56963370	56978823	-	257.9337312	NOA1
4	56907876	56966678	+	824.3688366	REST
4	56809860	56821742	-	3.425147643	SPINK2
4	56805834	56806131	+	0	RN7SL357P
4	56794348	56794642	-	0	RN7SL492P
4	56710060	56710614	+	0	RPL17P20
4	56647988	56681899	-	131.4609284	HOPX
4	56593004	56595681	+	0	GLDCP1
4	56530609	56603507	+	0	THEGL
4	56505209	56525481	+	0.42855288	ARL9
4	56467336	56503681	+	615.6001623	SRP72
4	56435741	56464579	+	134.1609721	PAICS
4	56393362	56435615	-	28.59527619	PPAT
4	56356135	56356932	+	0.42855288	RPL7AP31
4	56338287	56387508	-	138.6447831	AASDH
4	56320719	56321334	-	0	MRPL22P1
4	56288485	56288584	-	0	RNU6-197P
4	56097390	56097504	+	0	RNA5SP161
4	56049073	56328625	+	1.174658097	KIAA1211
4	55948871	56033363	+	462.5343026	CEP135
4	55885595	55885701	+	1.582928408	RNU6-652P
4	55853616	55905034	+	1815.627253	EXOC1
4	55798636	55798731	+	0	RNU6-276P
4	55595229	55636698	-	1.015881929	NMU
4	55556525	55592212	-	0	PDCL2
4	55540502	55540835	-	0	RN7SKP30
4	55427903	55547138	-	123.7288343	CLOCK
4	55395957	55453397	+	1211.502155	TMEM165
4	55363971	55395847	-	10.10097897	SRD5A3-AS1
4	55351812	55352408	-	0	FCF1P8
4	55346109	55373096	+	7.700850249	SRD5A3
4	55313011	55313924	-	0	LRRC34P2
4	55294490	55294598	+	0	RNU6-746P
