chromosome	Start	End	strand	CFASN	GENE ID
1	16241213	16241398	-	0.993527343	MT1XP1
1	16197854	16212609	-	299.8247725	ARHGEF19
1	16124337	16156087	-	3592.326201	EPHA2
1	16057769	16073632	-	1.412133425	FAM131C
1	16018875	16034050	+	1.012921529	CLCNKA
1	15941869	15976132	-	516.8408336	ZBTB17
1	15847864	15940460	+	3072.624017	SPEN
1	15834474	15848147	-	28.05265079	FLJ37453
1	15807169	15809348	-	119.3252744	UQCRHL
1	15756607	15786594	+	7.896949438	FBLIM1
1	15736405	15741396	+	22.5941348	SLC25A34
1	15684332	15734769	+	2085.413893	PLEKHM2
1	15617500	15669044	+	1620.190793	DDI2
1	15604597	15605043	+	0.65807912	CHCHD2P6
1	15572353	15585110	-	14.68736217	AGMAT
1	15526813	15592379	+	795.6176558	DNAJC16
1	15490832	15526534	-	315.6118205	CASP9
1	15465909	15491400	+	2.118200138	CELA2B
1	15456728	15472091	+	0.506460764	CELA2A
1	15438439	15449242	+	6.297533852	CTRC
1	15409895	15430343	+	3798.455732	EFHD2
1	15247272	15400283	+	3.948474719	FHAD1
1	15152532	15220480	+	510.100242	TMEM51
1	15111815	15153237	-	57.82281082	TMEM51-AS1
1	13892792	15118043	+	78.31141526	KAZN
1	13700198	13825079	+	1238.296569	PRDM2
1	13583465	13617957	+	0.706066713	PDPN
1	12578957	12579023	-	0.706066713	MIR6730
1	12569972	12570072	-	0.706066713	RNU6ATAC18P
1	12567910	12617731	-	648.0734837	DHRS3
1	12507246	12507397	+	7.896949438	SNORA59A
1	12230030	12512047	+	2309.199631	VPS13D
1	12191713	12191773	+	0.706066713	MIR4632
1	12167003	12209228	+	7593.366239	TNFRSF1B
1	12063377	12144207	+	150.0420393	TNFRSF8
1	12019466	12032045	+	568.3837037	MIIP
1	11980181	12013514	+	4007.889302	MFN2
1	11934205	11975538	+	2699.35201	PLOD1
1	11919591	11926428	-	1326.029426	KIAA2013
1	11845709	11848345	-	13.1615824	NPPA
1	11806096	11848079	+	1069.37857	CLCN6
1	11785723	11806920	-	1402.896317	MTHFR
1	11761787	11789585	+	0.65807912	C1orf167
1	11736084	11754802	+	901.647192	AGTRAP
1	11691729	11725857	+	2.82426685	DRAXIN
1	11674480	11691650	-	494.8754981	MAD2L2
1	11664124	11674354	+	571.9140372	FBXO6
1	11654375	11663327	+	761.8459829	FBXO44
1	11637018	11655785	-	545.0835021	FBXO2
1	11278616	11279351	-	1.012921529	UBE2V2P3
1	11273206	11296049	+	672.8815771	UBIAD1
1	11189341	11195981	+	0.572503077	ANGPTL7
1	11106535	11262507	-	1900.710217	MTOR
1	11066618	11099881	-	1266.144226	EXOSC10
1	11054584	11060024	-	959.7474134	SRM
1	11026523	11047233	-	45.89433632	MASP2
1	11012344	11026420	+	987.566179	TARDBP
1	10946471	10982037	-	1.31615824	C1orf127
1	10636604	10796650	-	152.8583217	CASZ1
1	10472288	10630758	+	335.3816885	PEX14
1	10456522	10472526	-	740.6639815	DFFA
1	10449719	10451902	+	2.82426685	CORT
1	10398592	10420144	+	3089.681467	PGD
1	10210805	10381603	+	2333.771202	KIF1B
1	10163268	10163374	+	0.65807912	RNU6-828P
1	10058671	10059648	+	0.506460764	PGAM1P11
1	10032832	10181239	+	1261.22428	UBE4B
1	9997206	10016020	+	14.90291015	RBP7
1	9947318	9947636	+	3.974109372	RN7SKP269
1	9943428	9985501	+	255.59615	NMNAT1
1	9922113	9943407	-	365.7425571	LZIC
1	9848276	9910336	-	796.6627823	CTNNBIP1
1	9729026	9824526	-	6619.280581	CLSTN1
1	9672426	9687555	-	173.2095814	PIK3CD-AS2
1	9652610	9654586	-	0.572503077	PIK3CD-AS1
1	9651732	9729114	+	1542.0497	PIK3CD
1	9588922	9614873	+	179.1934632	TMEM201
1	9539482	9585179	+	188.3535125	SLC25A33
1	9292880	9369532	+	1728.386791	SPSB1
1	9234775	9271337	+	1628.271357	H6PD
1	9151668	9151777	-	5.571068407	MIR34A
1	9100305	9129170	-	684.1786445	GPR157
1	9035107	9088478	-	2.29001231	SLC2A5
1	8893409	8894151	+	0.993527343	HMGN2P17
1	8878835	8879894	+	1.519382293	ENO1-AS1
1	8866502	8866590	-	0.706066713	MIR6728
1	8861000	8879250	-	46141.87556	ENO1
1	8352397	8817643	-	1843.517182	RERE
1	8317826	8344167	+	3.948474719	SLC45A1
1	8004404	8026308	-	20584.05679	ERRFI1
1	7954291	7985505	+	2790.255468	PARK7
1	7915894	7943165	-	771.0248502	TNFRSF9
1	7784320	7845177	+	64.25207085	PER3
1	7771269	7781432	+	1628.198752	VAMP3
1	6785324	7769706	+	434.1714489	CAMTA1
1	6634168	6701924	-	831.8469715	DNAJC11
1	6624866	6635586	+	324.7906878	THAP3
1	6613685	6624033	+	485.8348708	PHF13
1	6590724	6614607	-	3612.465419	KLHL21
1	6580001	6589280	+	573.2652769	ZBTB48
1	6555181	6579757	+	0.572503077	TAS1R1
1	6521347	6554535	-	307.9934763	NOL9
1	6466092	6520061	-	354.6892615	PLEKHG5
1	6460786	6466195	-	159.5710771	TNFRSF25
1	6424776	6461367	+	148.2782971	ESPN
1	6412418	6424670	-	6.354600414	HES2
1	6264269	6394391	-	570.2846949	ACOT7
1	6247346	6260975	-	1278.686817	GPR153
1	6234692	6239444	+	5.725030774	LINC00337
1	6221193	6235972	-	2153.96728	ICMT
1	6205475	6221299	+	550.1754574	RNF207
1	6185020	6209389	-	3846.075674	RPL22
1	6101793	6180123	-	24.81657745	CHD5
1	5991466	6101193	+	2726.239029	KCNAB2
1	5862811	5992473	-	420.2172588	NPHP4
1	5862672	5862741	-	0.706066713	MIR4689
1	4654732	4792534	+	1.145006155	AJAP1
1	3940565	3955262	+	0.506460764	LINC01346
1	3900372	3917225	+	6.954691401	LINC01134
1	3889125	3900293	-	477.4675666	C1orf174
1	3857267	3885429	+	141.0808827	DFFB
1	3812081	3857214	-	909.134887	CEP104
1	3782815	3783111	+	1.31615824	RN7SL574P
1	3778558	3796504	-	895.3948131	LRRC47
1	3772761	3775982	+	44.08273696	SMIM1
1	3746460	3771645	+	0.506460764	CCDC27
1	3652520	3736201	+	6.297533852	TP73
1	3630767	3652761	-	644.6384652	WRAP73
1	3625002	3630127	+	2126.148514	TPRG1L
1	3489920	3611495	-	473.0646975	MEGF6
1	3454426	3481113	+	1119.11574	ARHGEF16
1	2635976	2801717	-	23.47262618	TTC34
1	2555639	2565382	+	5191.180367	TNFRSF14
1	2508533	2526628	-	514.0165668	PANK4
1	2425980	2505530	+	34.94579274	PLCH2
1	2403964	2413797	-	371.742201	PEX10
1	2391775	2405444	+	2484.811885	RER1
1	2321253	2391707	-	92.49473935	MORN1
1	2228695	2310119	+	1279.826351	SKI
1	2184461	2212720	-	566.2231345	FAAP20
1	2050470	2185395	+	1027.070521	PRKCZ
1	1921951	2003837	-	1.412133425	CFAP74
1	1917590	1919273	-	39.53973591	TMEM52
1	1914827	1917296	+	9.178867264	CALML6
1	1785285	1891117	-	7968.668919	GNB1
1	1751232	1780457	-	6987.639165	NADK
1	1702730	1724324	-	36.71546906	CDK11A
1	1659529	1692728	-	1073.92747	SLC35E2B
1	1635227	1659012	-	840.9254547	CDK11B
1	1632095	1635263	+	1.717509232	MMP23B
1	1615415	1630610	+	446.2341624	MIB2
1	1541673	1574869	-	2517.616459	SSU72
1	1535174	1540453	-	5.152527697	TMEM240
1	1512151	1534687	+	638.2843082	ATAD3A
1	1471769	1497848	+	1105.503443	ATAD3B
1	1449689	1470158	+	127.0920083	ATAD3C
1	1434861	1442882	+	2715.310229	VWA1
1	1426128	1427787	+	0.706066713	TMEM88B
1	1418420	1421769	-	1.717509232	ANKRD65
1	1401908	1407313	-	1006.337539	MRPL20
1	1385711	1399328	-	4168.96741	CCNL2
1	1373730	1375495	-	1561.418536	AURKAIP1
1	1352689	1361777	-	458.3469917	MXRA8
1	1335276	1349350	-	3330.303654	DVL1
1	1331314	1335306	+	131.6797987	TAS1R3
1	1324756	1328897	+	966.7021048	CPTP
1	1308567	1311677	+	193.7378319	PUSL1
1	1292376	1309609	-	976.4902636	ACAP3
1	1280436	1292029	+	56.21714484	SCNN1D
1	1253909	1273885	-	1017.371999	UBE2J2
1	1232226	1235041	+	492.7895622	B3GALT6
1	1216908	1232031	-	3898.900387	SDF4
1	1211326	1214138	-	2.532303822	TNFRSF4
1	1203508	1206691	-	36.76051169	TNFRSF18
1	1173884	1197935	+	0.706066713	TTLL10
1	1169005	1169087	+	8.555028557	MIR429
1	1167863	1167952	+	6.870036929	MIR200A
1	1167104	1167198	+	1.987054686	MIR200B
1	1081818	1116361	-	398.9276926	C1orf159
1	1070966	1074307	-	279.1811834	RNF223
1	1020123	1056118	+	10454.88823	AGRN
1	1001138	1014540	+	4316.891881	ISG15
1	998962	1000172	-	573.1869133	HES4
1	975204	982093	-	111.5585406	PERM1
1	966497	975865	+	420.8157607	PLEKHN1
1	960587	965715	+	460.3554966	KLHL17
1	944204	959309	-	2113.257671	NOC2L
1	923928	944581	+	58.61811324	SAMD11
1	873292	874349	+	0.506460764	TUBB8P11
1	868071	876903	-	1.519382293	FAM41C
1	826206	827522	-	18.89260156	LINC00115
1	825138	859446	+	322.6724877	LINC01128
1	817371	819837	+	9.213107677	FAM87B
1	722092	724903	+	3.290395599	CICP3
1	633696	634376	+	11993.95525	MTATP6P1
1	629640	630683	+	4450.33849	MTND2P28
1	629062	629433	+	23.47262618	MTND1P23
1	587629	594768	+	15.45758309	AC114498.1
1	182696	184174	+	172.2802779	FO538757.2
1	131025	134836	+	1.412133425	CICP27
1	17369	17436	-	12.00313411	MIR6859-1
1	14404	29570	-	42.93773081	WASH7P
2	242175181	242175634	+	3.038764586	RPL23AP88
2	242119856	242120053	-	0.506460764	CICP10
2	241754793	241755740	-	1.412133425	AC114730.2
2	241734579	241768816	+	473.7707642	D2HGDH
2	241724615	241725693	-	4.051686115	AC114730.3
2	241687085	241729478	+	636.6234221	ING5
2	241675742	241686991	-	311.4416741	DTYMK
2	241637213	241673857	+	1433.547706	ATG4B
2	241584405	241637449	-	1112.153712	THAP4
2	241551424	241574138	+	1222.29407	BOK
2	241492674	241509730	-	1681.392151	STK25
2	241356243	241494841	+	932.0080607	FARP2
2	241227264	241317061	-	17273.26074	HDLBP
2	241188509	241225377	+	52.95500345	ANO7
2	241149576	241183652	+	1122.106032	PPP1R7
2	241118725	241118943	+	0.706066713	AC005237.2
2	241106099	241150264	-	164.8808863	PASK
2	241072169	241102332	-	486.0551128	MTERF4
2	240998838	241095568	+	230.4983436	SNED1
2	240906330	240993311	+	1.31615824	CROCC2
2	240868479	240880502	+	1.412133425	AGXT
2	240713761	240821036	-	0.65807912	KIF1A
2	240605431	240631259	+	60.72173729	GPR35
2	240586716	240617705	+	492.8345654	CAPN10
2	240565804	240581372	+	2433.543973	RNPEPL1
2	240560054	240564014	+	97.89802624	DUSP28
2	240479422	240569209	-	233.7080819	ANKMY1
2	240435671	240468078	+	1614.774572	GPC1
2	239943015	239943094	-	0.706066713	MIR4786
2	239892450	240025402	-	1261.741215	NDUFA10
2	239401436	239402364	+	7.948218744	AC062017.1
2	239048168	239401654	-	325.1478107	HDAC4
2	238426742	238452250	+	892.4683247	ASB1
2	238320441	238400900	+	360.1044357	TRAF3IP1
2	238244038	238290102	-	425.9422896	PER2
2	238238267	238240662	-	104.3309174	HES6
2	238170401	238203729	-	477.3010977	ILKAP
2	238152889	238155994	-	0.706066713	KLHL30-AS1
2	238138722	238152947	+	19.87054686	KLHL30
2	238100157	238133287	+	1.974237359	ESPNL
2	238060889	238099413	+	33.93287121	SCLY
2	237966827	238042782	+	195.5804794	UBE2F
2	237858893	237912114	+	230.9461085	RAMP1
2	237798389	237842808	+	7.238870318	RBM44
2	237627576	237813682	+	3892.657435	LRRFIP1
2	237574322	237601614	-	534.1453713	RAB17
2	237566574	237567175	+	0.65807912	PRLH
2	237485428	237555318	+	3106.401698	MLPH
2	237324003	237414375	-	20.40045271	COL6A3
2	237085312	237100466	+	861.3882064	COPS8
2	236567787	236582358	+	15.89643749	ACKR3
2	235882362	235882493	-	3.290395599	TMSB10P1
2	235505751	235507566	+	4.236400276	AGAP1-IT1
2	235494089	236131800	+	806.6568361	AGAP1
2	234951973	235055714	+	3229.48986	SH3BP4
2	234493041	234497053	-	204.7593467	ARL4C
2	233917398	234019522	+	0.506460764	TRPM8
2	233865437	233868444	-	2.29001231	MSL3P1
2	233833416	233854566	-	99.77277057	HJURP
2	233475520	233566782	-	829.5827319	USP40
2	233354507	233472104	+	2491.003362	DGKD
2	233307816	233347055	+	1.412133425	SAG
2	233210051	233295674	+	699.5987606	ATG16L1
2	233059967	233207903	+	1300.574885	INPP5D
2	232878686	233013272	-	14.12133425	NGEF
2	232766464	232776568	-	0.993527343	KCNJ13
2	232697299	232860575	+	1772.469528	GIGYF2
2	232606057	232682781	+	0.993527343	EFHD1
2	232580948	232611971	-	5.922712078	AC073254.1
2	232550052	232583644	+	1125.47034	EIF4E2
2	232547970	232550592	-	62.13387071	TIGD1
2	232539727	232546403	+	0.706066713	CHRNG
2	232456123	232460032	+	0.506460764	ALPI
2	232378534	232382889	+	1088.905968	ALPP
2	232349754	232351309	-	1.145006155	ECEL1P3
2	231961245	232344350	+	486.0551128	DIS3L2
2	231781671	231809254	+	488.5981651	COPS7B
2	231732425	231786272	-	155.148334	PDE6D
2	231706895	231713541	+	8256.212221	PTMA
2	231523160	231530495	-	0.993527343	NMUR1
2	231508426	231514339	-	16.9456011	LINC00471
2	231453531	231483641	-	11653.30014	NCL
2	231395543	231401164	+	195.2235494	B3GNT7
2	231198546	231374837	+	415.2944294	ARMC9
2	231108230	231125118	-	6.077529172	HTR2B
2	231056864	231172827	+	2126.148514	PSMD1
2	230907318	230961066	-	5.152527697	GPR55
2	230864639	230879248	+	2273.190561	ITM2C
2	230725143	230725403	-	2.980582029	BANF1P3
2	230712845	230821075	+	3743.56571	CAB39
2	230573167	230573809	-	1.145006155	TPM3P8
2	230515023	230515638	+	2.82426685	HMGB1P3
2	230507101	230507386	+	26.84242051	RN7SL834P
2	230415942	230544090	+	4044.734242	SP100
2	230327184	230403732	+	1107.782988	SP140L
2	230203110	230313215	+	435.0497965	SP140
2	230138601	230138783	+	62.97533852	AC009950.2
2	230034974	230068999	-	47.68931247	SLC16A14
2	229922302	230013109	+	81.86794007	FBXO36
2	229763838	229923239	-	6703.39737	TRIP12
2	229357629	229714558	-	146.1558095	DNER
2	228850526	229271285	-	119.1123207	PID1
2	227871054	227924344	+	61.20135814	DAW1
2	227870083	227870644	-	1.145006155	TDGF1P2
2	227805739	227817564	+	2585.158147	CCL20
2	227683763	227718031	-	1.31615824	SLC19A3
2	227472152	227561214	+	1679.151526	AGFG1
2	227325151	227357836	+	677.8240441	MFF
2	227164565	227314792	+	15.13581976	COL4A3
2	227002711	227164453	-	13.1615824	COL4A4
2	226835581	226999215	+	393.5313136	RHBDD1
2	226731317	226799759	-	1678.410973	IRS1
2	225399710	225654018	+	38.12760248	NYAP2
2	224765090	225042445	-	113.6767407	DOCK10
2	224499387	224500100	-	4.58002462	AC073052.1
2	224470150	224585397	-	1768.697115	CUL3
2	224378698	224402085	-	1.987054686	FAM124B
2	223975112	224039319	-	2.118200138	SERPINE2
2	223957404	223967714	+	553.0379728	MRPL44
2	223855716	223945387	-	948.9500907	WDFY1
2	223751686	223838027	-	220.998881	AP1S3
2	223596940	223602503	-	3.038764586	SCG2
2	223051814	223198399	+	0.572503077	KCNE4
2	222917387	222919363	-	1.31615824	AC013476.1
2	222860934	222944639	+	2550.536409	ACSL3
2	222671786	222709930	+	1.145006155	MOGAT1
2	222570536	222656337	-	940.6225562	FARSB
2	222503883	222504843	-	1.012921529	GAPDHP49
2	222424517	222560948	+	9512.836819	SGPP2
2	222317242	222318653	-	41.22022158	AC010980.2
2	221961737	221963765	+	1.31615824	HSPA9P1
2	221418027	221574202	-	349.2268772	EPHA4
2	219627327	219641980	+	6.583989936	SLC4A3
2	219597860	219616451	+	630.5175744	STK11IP
2	219569162	219575713	+	22.28427363	INHA
2	219550729	219571859	-	986.5726517	OBSL1
2	219543663	219550595	+	99.26630981	TMEM198
2	219538947	219543787	-	3611.57171	CHPF
2	219514170	219538772	+	4.007521542	ASIC4
2	219498867	219506989	+	1335.64968	GMPPA
2	219434846	219498287	+	7.896949438	SPEG
2	219425071	219426184	-	0.572503077	AC053503.4
2	219373527	219400022	-	1318.132477	DNPEP
2	219289623	219309648	-	0.65807912	PTPRN
2	219279267	219286900	+	1988.7151	DNAJB2
2	219253243	219272188	+	1.412133425	TUBA4B
2	219249711	219278170	-	1299.868818	TUBA4A
2	219245455	219250337	+	667.9391101	STK16
2	219236606	219245478	-	111.065597	GLB1L
2	219229757	219236669	+	1083.748326	ANKZF1
2	219219380	219229717	-	2200.70183	ATG9A
2	219209766	219219017	-	33.18513549	ABCB6
2	219195237	219209651	+	633.3418412	ZFAND2B
2	219171897	219178106	-	1369.427361	CNPPD1
2	219161465	219170095	-	24.71233494	SLC23A3
2	219075317	219160865	-	5.922712078	NHEJ1
2	219054420	219060467	-	2.632316479	IHH
2	218959655	218962162	+	12.5950677	CDK5R2
2	218880363	218899581	+	4.58002462	WNT10A
2	218822383	218832086	-	0.572503077	PRKAG3
2	218781749	218815293	+	184.9202327	CYP27A1
2	218710845	218755416	+	959.4793567	TTLL4
2	218672026	218702716	+	382.3439686	STK36
2	218663864	218672411	-	303.0258396	RNF25
2	218658764	218663443	+	289.6865572	BCS1L
2	218637916	218659655	-	570.2130651	ZNF142
2	218607765	218637184	+	36.76051169	PLCD4
2	218450251	218568361	-	294.8194457	USP37
2	218419092	218453295	+	6.870036929	VIL1
2	218402646	218402722	+	1.987054686	MIR26B
2	218398256	218405941	+	1699.682325	CTDSP1
2	218382029	218396894	+	4938.936655	SLC11A1
2	218356856	218368099	+	4.236400276	CATIP
2	218326889	218357966	-	1.012921529	CATIP-AS2
2	218274192	218292586	-	9255.88282	TMBIM1
2	218270392	218346793	+	1769.573911	PNKD
2	218264123	218270257	-	2841.212452	AAMP
2	218259496	218263859	+	7.442540007	GPBAR1
2	218217094	218254356	+	4544.951429	ARPC2
2	218200434	218201388	+	0.572503077	HMGB1P9
2	218162845	218166995	-	2343.435419	CXCR1
2	218125289	218137253	+	2792.493848	CXCR2
2	218059155	218065729	-	0.65807912	CXCR2P1
2	217799588	218033982	-	38.93020927	TNS1
2	217284019	217756593	-	2.29001231	DIRC3
2	216632828	216664436	+	0.506460764	IGFBP2
2	216498189	216579180	+	14307.73586	RPL37A
2	216483032	216487196	-	0.706066713	AC098820.3
2	216412414	216483053	+	409.7267583	SMARCAL1
2	216107464	216206303	+	5436.00762	XRCC5
2	216081866	216102783	+	2.29001231	TMEM169
2	215996329	216082955	-	26.32316479	PECR
2	215942805	216034096	-	817.6730033	MREG
2	215611563	215843722	-	7.060667126	LINC00607
2	215530447	215545526	-	0.65807912	AC012668.2
2	215360440	215436172	-	11798.1372	FN1
2	215311817	215349773	+	2084.308936	ATIC
2	215004782	215085488	+	7.442540007	AC072062.1
2	214931542	215138428	-	10.30505539	ABCA12
2	214725646	214809711	-	208.9636233	BARD1
2	213284379	214410501	+	142.0744101	SPAG16
2	213152970	213153659	+	0.706066713	AC079610.2
2	212999691	213152427	-	574.7930898	IKZF2
2	211375717	212538841	-	0.65807912	ERBB4
2	210477682	210679107	+	4.558146879	CPS1
2	210431249	210477652	-	628.9028082	LANCL1
2	210324759	210469246	+	2.82426685	LANCL1-AS1
2	210171518	210233976	+	0.506460764	AC006994.2
2	210021423	210171383	-	180.3384694	KANSL1L
2	210002565	210022259	+	529.5500738	RPE
2	209424058	209734118	+	654.7345191	MAP2
2	208266267	208358751	+	1507.973106	PIKFYVE
2	208255247	208256181	+	2.862515387	IDH1-AS1
2	208236227	208266074	-	3422.423397	IDH1
2	208165343	208190073	-	0.706066713	C2orf80
2	207868582	207869915	-	0.572503077	AC083900.1
2	207821288	208025560	-	172.7031206	PLEKHM3
2	207762586	207769563	-	768.2005833	FZD5
2	207711540	207761839	+	545.0835021	CCNYL1
2	207681590	207682033	+	1.519382293	PPP1R14BP2
2	207580631	207625928	-	192.0501458	METTL21A
2	207529737	207603431	+	720.8941136	CREB1
2	207226949	207228308	+	8.015043084	AC007879.2
2	207120884	207122044	-	10.59100069	KLF7-IT1
2	207074137	207167267	-	2375.914488	KLF7
2	206939554	206969474	+	0.65807912	CPO
2	206765357	206792509	+	698.4497222	FASTKD2
2	206737763	206765547	-	2.980582029	MDH1B
2	206651621	206718396	-	1.145006155	DYTN
2	206606497	206609812	-	0.506460764	AC010731.2
2	206443539	206621130	+	5.648533701	ADAM23
2	206274663	206314438	+	3.54522535	ZDBF2
2	206175316	206218047	-	133.9657201	GPR1
2	206159585	206162928	+	5597.362588	EEF1B2
2	206115547	206122323	+	8.472800551	AC007383.3
2	206114817	206159603	-	2336.180875	NDUFS1
2	205993721	206086303	-	491.422432	INO80D
2	205681990	205798133	+	1116.724734	NRP2
2	204545793	205620162	+	421.8287158	PARD3B
2	203936748	203961577	+	2.118200138	ICOS
2	203867771	203873965	+	3.54522535	CTLA4
2	203706475	203738912	+	16.9456011	CD28
2	203394345	203535410	-	1094.385576	RAPH1
2	203328219	203447723	+	410.3267927	ABI2
2	203238940	203305611	+	257.0538818	CYP20A1
2	203014879	203226378	+	471.1846498	NBEAL1
2	202912214	202987063	+	84.0219388	CARF
2	202874782	203014798	-	451.7049281	WDR12
2	202773150	202871985	-	9.884933977	ICA1L
2	202635188	202769757	+	199.698996	FAM117B
2	202376936	202567751	+	681.5597573	BMPR2
2	202265716	202303666	+	1773.119136	NOP58
2	202206180	202238608	-	1583.00157	SUMO1
2	202201384	202201886	-	7.238870318	DAZAP2P1
2	202073289	202205203	+	0.506460764	KIAA2012
2	202034587	202038445	+	72.70789084	FZD7
2	201762737	201763573	+	0.506460764	AC007279.1
2	201700554	201781189	-	665.3179901	ALS2
2	201644870	201698694	-	1.974237359	MPP4
2	201620184	201643570	-	147.0420468	TMEM237
2	201387858	201480846	+	169.1263338	STRADB
2	201377207	201451579	-	723.2259714	TRAK2
2	201288271	201357398	-	4.606553839	ALS2CR12
2	201233443	201287711	+	1716.448178	CASP8
2	201213298	201214660	-	0.706066713	MTND4P23
2	201212283	201213081	-	0.506460764	MTND5P25
2	201182881	201229406	+	1000.938341	CASP10
2	201141904	201141966	+	7.060667126	RNU7-45P
2	201140278	201157823	-	92.49473935	CFLAR-AS1
2	201137516	201140027	-	13.67444064	IMPDH1P10
2	201116104	201176687	+	12120.46265	CFLAR
2	201071433	201085750	+	454.0419958	NDUFB3
2	201063089	201064051	+	1.412133425	HNRNPA1P35
2	200973718	201071671	-	547.8854451	FAM126B
2	200908973	200963680	-	449.7644959	ORC2
2	200899020	200899121	+	2.532303822	RNU6-762P
2	200889327	200903930	+	473.8169663	NIF3L1
2	200870907	200889303	-	282.0986457	PPIL3
2	200853009	200864744	-	2522.681067	CLK1
2	200844240	200845461	+	1.412133425	BICD1P1
2	200810594	200827338	+	6049.067516	BZW1
2	200738608	200794239	+	2.632316479	AOX2P
2	200585868	200677064	+	17.21966599	AOX1
2	200488952	200519784	-	288.541551	KCTD18
2	200305881	200482263	+	7897.749159	SPATS2L
2	199929975	199955736	-	203.0907665	TYW5
2	199911256	199955935	+	171.1784202	C2orf69
2	199760544	199851173	-	12.00313411	FTCDNL1
2	199659551	199660729	+	0.506460764	SEPHS1P6
2	199457700	199476935	+	10.92880077	SATB2-AS1
2	199269500	199471266	-	377.8520311	SATB2
2	197804702	198572581	+	23.03276919	PLCL1
2	197705369	197708387	+	360.6000642	MARS2
2	197568224	197676045	-	10.63567605	RFTN2
2	197515571	197553699	+	233.0087525	MOB4
2	197499994	197503457	+	247.3213295	HSPE1
2	197486581	197516737	-	7309.748211	HSPD1
2	197453423	197475308	+	836.4269961	COQ10B
2	197389784	197435091	-	9392.099411	SF3B1
2	197379701	197380892	-	0.572503077	NPM1P46
2	196967017	197311173	-	354.4454897	ANKRD44
2	196833004	196927796	-	286.8240418	PGAP1
2	196805002	196810276	-	1.412133425	C2orf66
2	196763032	196799725	-	733.8616475	GTF3C3
2	196639554	196763490	+	17.88349218	CCDC150
2	196189099	196593692	-	116.2181247	HECW2
2	196133566	196176503	-	2214.441904	STK17B
2	195737703	196068812	-	13.9093828	DNAH7
2	195575977	195737702	+	1132.411087	SLC39A10
2	191678068	191696659	+	2793.905982	NABP1
2	191245185	191425389	+	2342.737475	MYO1B
2	191029576	191151596	-	126.1087303	STAT4
2	191021526	191032314	+	2.632316479	AC067945.3
2	190964358	191020960	-	8683.726679	STAT1
2	190880827	190965552	+	6704.011037	GLS
2	190646746	190692766	+	583.2111046	NAB1
2	190504342	190534722	-	197.7119413	NEMP2
2	190408355	190509205	+	1784.375108	MFSD6
2	190343470	190371665	+	503.4219997	INPP1
2	190189735	190344193	-	546.4400387	HIBCH
2	190055697	190062729	-	1.31615824	MSTN
2	189923336	189924216	+	8.941746088	HNRNPCP2
2	189879609	190203484	+	7.0904507	C2orf88
2	189784085	189877629	+	131.6757078	PMS1
2	189770323	189784371	-	602.1818488	ORMDL1
2	189762704	189765556	+	3.974109372	OSGEPL1-AS1
2	189746660	189763227	-	50.38027082	OSGEPL1
2	189674290	189761193	+	28.62515387	ANKAR
2	189661385	189670831	+	854.1745916	ASNSD1
2	189560579	189583758	-	2108.265022	SLC40A1
2	189441433	189475565	+	631.8833902	WDR75
2	189311263	189311967	-	0.506460764	KRT18P19
2	189031896	189225312	-	16.60258925	COL5A2
2	188974320	189012746	+	1.412133425	COL3A1
2	188291669	188595931	+	830.1294623	GULP1
2	187464230	187565760	-	564.8533701	TFPI
2	187343129	187448460	-	13.74007386	CALCRL
2	187003220	187554663	+	228.3534546	AC007319.1
2	186693971	186765965	+	13.1615824	FAM171B
2	186590065	186680901	+	4554.601653	ITGAV
2	186486156	186509363	+	1787.35569	ZC3H15
2	186364598	186365128	+	0.706066713	MED28P3
2	186032891	186083233	-	4.558146879	LINC01473
2	185738895	185833290	+	187.7766678	FSIP2
2	184598366	184939492	+	9.884933977	ZNF804A
2	183607442	183608119	-	3.974109372	CACYBPP2
2	183117513	183161680	+	140.0873554	NUP35
2	183078559	183100005	+	5.152527697	DUSP19
2	183071040	183072486	-	4.967636715	KRT8P10
2	182909115	183038858	-	5295.500738	NCKAP1
2	182833275	182867162	-	4.967636715	FRZB
2	182716041	182794464	+	2501.358734	DNAJC10
2	182140036	182523192	-	9.935273431	PDE1A
2	181961212	181962478	-	1.012921529	KRT18P29
2	181954241	182131398	+	55.63753121	PPP1R1C
2	181536676	181680665	-	10.59100069	CERKL
2	181457202	181536187	+	40.07521542	ITGA4
2	180967248	181076585	+	1505.193925	UBE2E3
2	180872867	180873414	-	34.92268772	FTH1P20
2	179944876	180007113	-	711.7152463	CWC22
2	179441982	179861505	-	14.90291015	ZNF385B
2	179101692	179264790	-	924.9739564	SESTD1
2	178829757	179050086	-	1.974237359	CCDC141
2	178554561	178558966	+	10.92880077	AC009948.5
2	178525989	178830802	-	242.8311952	TTN
2	178521183	178779963	+	49.12669414	TTN-AS1
2	178480468	178516462	+	464.9707966	PLEKHA3
2	178463664	178478600	-	61.59869527	FKBP7
2	178431414	178451512	-	452.0549411	PRKRA
2	178194481	178402891	+	182.1652119	OSBPL6
2	178112424	178139011	+	114.5057668	RBM45
2	177612992	177618966	-	94.38509759	TTC30A
2	177548998	177553014	-	75.50807807	TTC30B
2	177392644	177559299	+	1477.05794	AGPS
2	177229191	177229506	-	4.236400276	DNAJC19P5
2	177227595	177392697	-	4392.441019	NFE2L2
2	177212563	177223958	+	3941.26439	HNRNPA3
