chromosome,Start,End,strand,Blood,CFASN,LTB4,GENE ID
2,222904640,222905055,-,0,0,0.829335095,ATG12P2
2,222860934,222944639,+,651.7324636,2550.536409,1796.368325,ACSL3
2,222671786,222709930,+,0,1.145006155,1.513130356,MOGAT1
2,222570536,222656337,-,67.14654597,940.6225562,187.6281642,FARSB
2,222503883,222504843,-,0,1.012921529,0,GAPDHP49
2,222498291,222498398,+,0,0,0,RNU6-619P
2,222452400,222453126,-,0,0,0,NANOGP2
2,222424517,222560948,+,41.35270329,9512.836819,510.0112108,SGPP2
2,222317242,222318653,-,1.42415224,41.22022158,10.78135624,AC010980.2
2,222298147,222305217,+,0,0,0,CCDC140
2,222199888,222298996,-,0,0,0,PAX3
2,222044525,222044994,-,0,0,0,RPL23AP28
2,221961737,221963765,+,0,1.31615824,0,HSPA9P1
2,221532668,221533008,+,0,0,0,TMEM256P2
2,221418027,221574202,-,153.8084193,349.2268772,189.1412945,EPHA4
2,219906502,219906565,-,0,0,0,MIR4268
2,219697799,219698214,+,0,0,0,RPL23P4
2,219627327,219641980,+,8.548129813,6.583989936,4.146675476,SLC4A3
2,219597860,219616451,+,1106.844968,630.5175744,882.7768799,STK11IP
2,219590687,219590984,-,0,0,0,RN7SKP213
2,219569162,219575713,+,0,22.28427363,21.85639475,INHA
2,219550729,219571859,-,7.69850255,986.5726517,273.9334809,OBSL1
2,219549073,219549147,-,0,0,0,MIR3132
2,219543663,219550595,+,1.710936122,99.26630981,8.293350951,TMEM198
2,219538947,219543787,-,33.80327116,3611.57171,637.9376109,CHPF
2,219514170,219538772,+,0.42855288,4.007521542,1.457092983,ASIC4
2,219498867,219506989,+,402.841391,1335.64968,532.6218855,GMPPA
2,219434846,219498287,+,63.09531711,7.896949438,8.293350951,SPEG
2,219425071,219426184,-,0,0.572503077,0,AC053503.4
2,219418377,219426739,+,0,0,0,DES
2,219373527,219400022,-,226.3489201,1318.132477,240.4203422,DNPEP
2,219327409,219333177,-,0,0,0,RESP18
2,219294111,219294200,-,0,0,0,MIR153-1
2,219289623,219309648,-,0,0.65807912,5.828371933,PTPRN
2,219279267,219286900,+,951.3001363,1988.7151,2123.109895,DNAJB2
2,219253243,219272188,+,23.41440888,1.412133425,9.952021142,TUBA4B
2,219249711,219278170,-,7505.294333,1299.868818,9209.140109,TUBA4A
2,219245455,219250337,+,772.6459658,667.9391101,1056.164989,STK16
2,219236606,219245478,-,51.36994402,111.065597,338.8168015,GLB1L
2,219229757,219236669,+,2876.482696,1083.748326,2444.050525,ANKZF1
2,219219380,219229717,-,2067.02756,2200.70183,2628.307429,ATG9A
2,219209766,219219017,-,11.87303081,33.18513549,23.31348773,ABCB6
2,219195237,219209651,+,1817.177407,633.3418412,1476.660366,ZFAND2B
2,219171897,219178106,-,1968.45605,1369.427361,2063.444043,CNPPD1
2,219161465,219170095,-,11.5447836,24.71233494,15.24950464,SLC23A3
2,219102434,219102719,+,0,0,0,RN7SL764P
2,219075317,219160865,-,0.99559936,5.922712078,2.914185967,NHEJ1
2,219058688,219058750,-,0,0,0,MIR3131
2,219054420,219060467,-,0.587329049,2.632316479,1.457092983,IHH
2,219001645,219001708,-,0,0,0,MIR375
2,218990189,218993421,-,0,0,0,CRYBA2
2,218981087,218985657,-,0,0,0,FEV
2,218975393,218989940,+,0,0,0,LINC00608
2,218959655,218962162,+,0,12.5950677,2.541584107,CDK5R2
2,218953401,218954050,-,0,0,0,KRT8P30
2,218916184,218916287,-,0,0,0,RNU6-642P
2,218900811,218930636,-,0,0,0,LINC01494
2,218880363,218899581,+,10.97773712,4.58002462,7.624752321,WNT10A
2,218859821,218874233,+,0,0,0,WNT6
2,218841599,218842065,+,0,0,0,RPL23AP31
2,218822383,218832086,-,5.744384585,0.572503077,3.026260713,PRKAG3
2,218781749,218815293,+,2065.355588,184.9202327,532.4331311,CYP27A1
2,218710845,218755416,+,2083.984335,959.4793567,620.8089822,TTLL4
2,218672026,218702716,+,315.9209751,382.3439686,244.6538531,STK36
2,218663864,218672411,-,287.1432794,303.0258396,350.8087452,RNF25
2,218658764,218663443,+,157.3036814,289.6865572,160.3918178,BCS1L
2,218637916,218659655,-,543.7319747,570.2130651,388.8745016,ZNF142
2,218607765,218637184,+,56.10169495,36.76051169,37.82825891,PLCD4
2,218589214,218589320,-,0,0,0,RNU6-136P
2,218500729,218501037,-,0,0,0,RN7SKP38
2,218450251,218568361,-,155.7589999,294.8194457,146.7736446,USP37
2,218419092,218453295,+,2.294989772,6.870036929,2.84123104,VIL1
2,218402646,218402722,+,10.69416961,1.987054686,4.976010571,MIR26B
2,218398256,218405941,+,6982.669991,1699.682325,3955.322752,CTDSP1
2,218382029,218396894,+,42881.30902,4938.936655,94254.97381,SLC11A1
2,218366665,218367835,-,2.84830448,0,7.565651782,CATIP-AS1
2,218356856,218368099,+,43.89787641,4.236400276,63.55147497,CATIP
2,218341911,218341980,+,0,0,0.71030776,MIR6810
2,218326889,218357966,-,0,1.012921529,1.457092983,CATIP-AS2
2,218280125,218280188,-,0,0,0,MIR6513
2,218274192,218292586,-,5188.342884,9255.88282,10676.64779,TMBIM1
2,218270392,218346793,+,640.7419832,1769.573911,1375.866923,PNKD
2,218264123,218270257,-,733.4156506,2841.212452,953.9412349,AAMP
2,218259496,218263859,+,74.24717668,7.442540007,25.72321606,GPBAR1
2,218217094,218254356,+,28676.33514,4544.951429,16302.56766,ARPC2
2,218200434,218201388,+,8.126127731,0.572503077,11.61069133,HMGB1P9
2,218162845,218166995,-,44143.26761,2343.435419,37881.21847,CXCR1
2,218125289,218137253,+,77744.78349,2792.493848,49655.60949,CXCR2
2,218059155,218065729,-,29.84642819,0.65807912,8.52369312,CXCR2P1
2,218034960,218090581,+,55.62466065,0,4.976010571,RUFY4
2,217900513,217900628,-,0,0,0,MIR6809
2,217799588,218033982,-,15.01274346,38.93020927,158.8786874,TNS1
2,217760547,217761291,-,0,0,0,RPL7L1P9
2,217284019,217756593,-,2.571317281,2.29001231,1.513130356,DIRC3
2,217282739,217336120,+,0,0,0,DIRC3-AS1
2,217251556,217251875,+,0,0,0,RN7SKP43
2,216859458,216860064,-,0,0,0,TNP1
2,216805737,216806129,-,0,0,0,FABP5P14
2,216793489,216793600,-,0,0,0,RNA5SP120
2,216672105,216695525,-,0,0,0,IGFBP5
2,216632828,216664436,+,0,0.506460764,0.829335095,IGFBP2
2,216610342,216610959,-,0,0,0,PSMB3P2
2,216590426,216606938,-,0,0,0,LINC01280
2,216498189,216579180,+,3084.036167,14307.73586,4363.899912,RPL37A
2,216483032,216487196,-,3.847149726,0.706066713,2.914185967,AC098820.3
2,216412414,216483053,+,152.1110849,409.7267583,145.2605142,SMARCAL1
2,216156342,216156811,-,0,0,1.457092983,POLHP1
2,216107464,216206303,+,8229.378855,5436.00762,6533.696879,XRCC5
2,216081866,216102783,+,40.89800625,2.29001231,30.59895265,TMEM169
2,215996329,216082955,-,177.6219206,26.32316479,51.67887684,PECR
2,215942805,216034096,-,34.85562671,817.6730033,55.98582319,MREG
2,215611563,215843722,-,0,7.060667126,1.42061552,LINC00607
2,215530447,215545526,-,0,0.65807912,0,AC012668.2
2,215360440,215436172,-,12.26339576,11798.1372,2281.800577,FN1
2,215311817,215349773,+,144.120182,2084.308936,352.616502,ATIC
2,215004782,215085488,+,0,7.442540007,1.694389405,AC072062.1
2,214931542,215138428,-,0,10.30505539,2.488005285,ABCA12
2,214725646,214809711,-,42.32519778,208.9636233,60.52521426,BARD1
2,214697727,214698059,+,0,0,0,ENSAP3
2,214510196,214536890,+,0,0,0,VWC2L-IT1
2,214411065,214578959,+,0,0,0,VWC2L
2,214280638,214281452,-,0,0,0,RPL5P8
2,213758067,213758159,+,0,0,0,MIR4438
2,213284379,214410501,+,17.52808791,142.0744101,28.74947677,SPAG16
2,213152970,213153659,+,0,0.706066713,1.513130356,AC079610.2
2,212999691,213152427,-,258.7668057,574.7930898,131.8642801,IKZF2
2,212926257,212926336,-,0,0,0,MIR4776-2
2,212832161,212832945,+,0,0,0,PCED1CP
2,212426263,212426360,-,0,0,0,MIR548F2
2,211777206,211777856,+,0,0,0,MTND2P23
2,211535653,211535769,+,0,0,0,RNA5SP119
2,211375717,212538841,-,0,0.65807912,2.914185967,ERBB4
2,210617571,210619876,+,0,0,0,CPS1-IT1
2,210477682,210679107,+,1.44115941,4.558146879,2.914185967,CPS1
2,210431249,210477652,-,125.3359141,628.9028082,136.9667404,LANCL1
2,210324759,210469246,+,2.281258001,2.82426685,0,LANCL1-AS1
2,210290150,210315190,-,0,0,0,MYL1
2,210187939,210225491,-,0,0,0,ACADL
2,210171518,210233976,+,0,0.506460764,0,AC006994.2
2,210088226,210089064,+,4.056976918,0,1.65867019,AC006994.1
2,210021423,210171383,-,447.1550945,180.3384694,404.0058052,KANSL1L
2,210002565,210022259,+,66.43770098,529.5500738,147.1663913,RPE
2,209808804,209809580,+,0,0,0,SNAI1P1
2,209771993,209999300,+,0,0,0,UNC80
2,209721913,209722021,-,0,0,0,RNA5SP118
2,209424058,209734118,+,1.44115941,654.7345191,88.88267198,MAP2
2,209178966,209181123,+,0,0,0,PKP4P1
2,209178804,209182018,+,0,0,0,MEAF6P1
2,209145241,209147687,+,0,0,0,CRYGFP
2,209072597,209074148,-,0,0,0,HSPA8P6
2,208920547,208920664,-,0,0,0,RNA5SP117
2,208359714,208854503,+,6.125161841,0,2.488005285,PTH2R
2,208269343,208269957,-,0.99559936,0,0,MYL6BP1
2,208266267,208358751,+,3523.592806,1507.973106,3254.743397,PIKFYVE
2,208255247,208256181,+,0.587329049,2.862515387,1.457092983,IDH1-AS1
2,208236227,208266074,-,470.8893013,3422.423397,1042.049484,IDH1
2,208214724,208222625,-,0,0,0,TPT1P2
2,208165343,208190073,-,0,0.706066713,42.25569652,C2orf80
2,208160740,208163576,-,0,0,0,CRYGA
2,208142573,208146168,-,0,0,0,CRYGB
2,208135394,208137697,-,0,0,0,AC093698.2
2,208128137,208129830,-,0,0,0,CRYGC
2,208121607,208124501,-,0,0,0,CRYGD
2,208108233,208112511,-,0,0,0,CRYGEP
2,208054161,208054258,-,0,0,0,RNA5SP116
2,208019638,208019741,-,0,0,0,RNU6-360P
2,207868582,207869915,-,6.125161841,0.572503077,6.777557619,AC083900.1
2,207821288,208025560,-,617.5924337,172.7031206,326.3888283,PLEKHM3
2,207762586,207769563,-,20.34885774,768.2005833,125.5898196,FZD5
2,207754807,207754881,+,0,0,0,MIR4775
2,207711540,207761839,+,238.9003314,545.0835021,314.7311141,CCNYL1
2,207681590,207682033,+,0,1.519382293,0.829335095,PPP1R14BP2
2,207680533,207680639,-,0,0,0,RNU6-664P
2,207580631,207625928,-,166.7655032,192.0501458,289.0078981,METTL21A
2,207529737,207603431,+,4052.717452,720.8941136,1903.624797,CREB1
2,207269275,207269424,-,0,0,0,MIR1302-4
2,207226949,207228308,+,39.47290454,8.015043084,5.805345666,AC007879.2
2,207166400,207166498,+,0.99559936,0,0,MIR7845
2,207120884,207122044,-,74.37608258,10.59100069,8.52369312,KLF7-IT1
2,207109987,207110073,-,3.84390384,0,0,MIR2355
2,207074137,207167267,-,6345.776833,2375.914488,1433.453436,KLF7
2,206939554,206969474,+,0,0.65807912,0,CPO
2,206783234,206783308,-,0,0,0,MIR3130-1
2,206765357,206792509,+,75.82983496,698.4497222,133.1554714,FASTKD2
2,206737763,206765547,-,0,2.980582029,0.829335095,MDH1B
2,206651621,206718396,-,1.44115941,1.145006155,15.13130356,DYTN
2,206606497,206609812,-,0.99559936,0.506460764,0.829335095,AC010731.2
2,206443539,206621130,+,33.57327299,5.648533701,31.51473362,ADAM23
2,206419292,206420238,-,0,0,0,HNRNPA1P51
2,206274663,206314438,+,56.76524538,3.54522535,24.88005285,ZDBF2
2,206260066,206260214,-,0,0,0,RN7SKP260
2,206259628,206259918,-,0,0,0,HMGN1P6
2,206221315,206221634,+,0,0,0,RN7SKP200
2,206203376,206265326,+,0,0,0,GPR1-AS
2,206175316,206218047,-,0,133.9657201,12.70792054,GPR1
2,206161878,206161957,+,0,0,0,SNORD51
2,206159585,206162928,+,1908.808546,5597.362588,1873.994682,EEF1B2
2,206116110,206116500,-,0,0,0,GCSHP3
2,206115547,206122323,+,8.132678528,8.472800551,6.39276984,AC007383.3
2,206114817,206159603,-,955.4865149,2336.180875,1137.847751,NDUFS1
2,205993721,206086303,-,958.6969663,491.422432,760.0293032,INO80D
2,205900630,205900958,+,0,0,0,RN7SKP178
2,205681990,205798133,+,2.578527768,1116.724734,92.88553066,NRP2
2,204545793,205620162,+,2.88231882,421.8287158,55.98582319,PARD3B
2,204306842,204307364,+,0,0,0,DSTNP5
2,203936748,203961577,+,72.65043036,2.118200138,29.02672833,ICOS
2,203867771,203873965,+,66.00491633,3.54522535,24.2100857,CTLA4
2,203782037,203782143,+,0,0,0,RNU6-474P
2,203772631,203773502,-,0.42855288,0,0,NPM1P33
2,203764295,203765593,-,0.587329049,0,1.65867019,KRT18P39
2,203706475,203738912,+,335.7648936,16.9456011,146.7736446,CD28
2,203394345,203535410,-,1.872987689,1094.385576,152.826166,RAPH1
2,203328219,203447723,+,91.33411772,410.3267927,99.86660352,ABI2
2,203315390,203315871,-,0,0,0,MRPL50P2
2,203259604,203259897,+,0,0,0,RN7SL670P
2,203238940,203305611,+,204.3327391,257.0538818,197.3963657,CYP20A1
2,203074685,203075142,-,0,0,0,RPL23AP36
2,203040108,203040899,+,0,0,0,RPL7P14
2,203014879,203226378,+,77.39251031,471.1846498,99.96897488,NBEAL1
2,202912214,202987063,+,112.9434366,84.0219388,45.16988248,CARF
2,202874782,203014798,-,65.44531799,451.7049281,125.5898196,WDR12
2,202840331,202841781,-,0,0,0,KRT8P15
2,202773150,202871985,-,21.62286429,9.884933977,10.59191249,ICA1L
2,202635188,202769757,+,196.6984406,199.698996,66.57773568,FAM117B
2,202617983,202618881,+,0,0,0,MTND4P30
2,202376936,202567751,+,263.9078069,681.5597573,217.1068545,BMPR2
2,202357076,202357417,-,0,0,0,RN7SL40P
2,202333439,202333728,+,0,0,0,RN7SL753P
2,202293051,202293134,+,0,0,0,SNORD11
2,202291332,202291421,+,0,0,0,SNORD11B
2,202276431,202276518,+,0,0,0,SNORD70
2,202265716,202303666,+,239.2852791,1773.119136,648.1039473,NOP58
2,202206180,202238608,-,1146.996893,1583.00157,1109.650357,SUMO1
2,202201384,202201886,-,16.25225546,7.238870318,22.02706226,DAZAP2P1
2,202179297,202179971,+,0,0,0,PSMA2P3
2,202178660,202179391,-,0,0,0,AC079354.3
2,202073289,202205203,+,0,0.506460764,0,KIAA2012
2,202034587,202038445,+,8.129403129,72.70789084,28.74947677,FZD7
2,201927439,201927543,+,0,0,0,RNU6-440P
2,201824548,201824832,+,0,0,0,UBE2V1P11
2,201790461,201895550,+,14.94706248,0,5.805345666,CDK15
2,201762737,201763573,+,1.444434809,0.506460764,0,AC007279.1
2,201700554,201781189,-,553.072039,665.3179901,676.0613725,ALS2
2,201646716,201646820,+,0,0,0,RNU6-651P
2,201644870,201698694,-,0.85710576,1.974237359,1.513130356,MPP4
2,201621646,201623430,-,0,0,0,ENO1P4
2,201620184,201643570,-,16.59567187,147.0420468,26.99169488,TMEM237
2,201556892,201558265,+,0,0,0,MTND5P31
2,201554384,201556051,+,0,0,0,MTND4P29
2,201387858,201480846,+,79.80901603,169.1263338,75.65651782,STRADB
2,201377207,201451579,-,926.7157086,723.2259714,680.9086604,TRAK2
2,201288271,201357398,-,52.63204708,4.606553839,34.9702316,ALS2CR12
2,201233443,201287711,+,12667.8389,1716.448178,4716.427321,CASP8
2,201213298,201214660,-,4.927843962,0.706066713,2.488005285,MTND4P23
2,201212283,201213081,-,0.853830362,0.506460764,0.71030776,MTND5P25
2,201182881,201229406,+,768.0891291,1000.938341,1664.443392,CASP10
2,201141904,201141966,+,9.388917606,7.060667126,7.81338536,RNU7-45P
2,201140278,201157823,-,338.8805952,92.49473935,198.2200767,CFLAR-AS1
2,201137516,201140027,-,27.45469145,13.67444064,7.81338536,IMPDH1P10
2,201116104,201176687,+,37908.94834,12120.46265,15430.90337,CFLAR
2,201079842,201079944,+,0,0,0,RNU6-1206P
2,201071433,201085750,+,699.5307901,454.0419958,362.8161528,NDUFB3
2,201066691,201067191,+,0.85710576,0,0,RPL23AP30
2,201063089,201064051,+,4.991068881,1.412133425,1.694389405,HNRNPA1P35
2,200973718,201071671,-,4065.758589,547.8854451,775.1831527,FAM126B
2,200908973,200963680,-,345.5665165,449.7644959,300.2193044,ORC2
2,200899020,200899121,+,0,2.532303822,0,RNU6-762P
2,200889327,200903930,+,148.0929304,473.8169663,181.5756428,NIF3L1
2,200881715,200881821,-,0.42855288,0,0,RNU6-312P
2,200870907,200889303,-,85.92438118,282.0986457,85.96848602,PPIL3
2,200853009,200864744,-,6207.563349,2522.681067,12558.68442,CLK1
2,200849038,200849144,-,0,0,0,RNA5SP115
2,200844240,200845461,+,1.99119872,1.412133425,1.513130356,BICD1P1
2,200830009,200830116,+,0,0,0,RNU6-31P
2,200810594,200827338,+,1740.977006,6049.067516,2976.327411,BZW1
2,200775584,200775750,+,0,0,0,RNU1-133P
2,200738608,200794239,+,0,2.632316479,1.513130356,AOX2P
2,200678233,200734109,+,0,0,0,AOX3P
2,200585868,200677064,+,0.42855288,17.21966599,5.083168214,AOX1
2,200488952,200519784,-,516.9961408,288.541551,293.5472891,KCTD18
2,200373175,200373269,+,0,0,0,RNY4P34
2,200305881,200482263,+,55.90819864,7897.749159,945.6533462,SPATS2L
2,199929975,199955736,-,124.7688381,203.0907665,72.45139152,TYW5
2,199911256,199955935,+,157.3283695,171.1784202,121.462627,C2orf69
2,199901081,199901377,-,0,0,0,RN7SL717P
2,199760544,199851173,-,3.138363761,12.00313411,3.026260713,FTCDNL1
2,199659551,199660729,+,0,0.506460764,0,SEPHS1P6
2,199457700,199476935,+,0,10.92880077,1.694389405,SATB2-AS1
2,199269500,199471266,-,2.88231882,377.8520311,48.08406845,SATB2
2,199191059,199191120,+,0,0,0,RNU7-147P
2,197804702,198572581,+,380.6357939,23.03276919,214.8645106,PLCL1
2,197726879,197786762,-,0,0,0,BOLL
2,197705369,197708387,+,30.58969128,360.6000642,78.68277853,MARS2
2,197568224,197676045,-,16.5030985,10.63567605,27.95742518,RFTN2
2,197515571,197553699,+,250.7303062,233.0087525,134.6686017,MOB4
2,197500413,197550726,+,0,0,0,HSPE1-MOB4
2,197499994,197503457,+,27.66515529,247.3213295,39.81815101,HSPE1
2,197486581,197516737,-,895.1537578,7309.748211,1711.333299,HSPD1
2,197453423,197475308,+,982.8082421,836.4269961,1225.280886,COQ10B
2,197447745,197447851,+,0,0,0,RNU6-1029P
2,197389784,197435091,-,36674.75545,9392.099411,31272.49805,SF3B1
2,197379701,197380892,-,0,0.572503077,0,NPM1P46
2,197250858,197302519,-,39.35153081,0,5.805345666,ANKRD44-IT1
2,197014990,197016015,+,8.825385022,0,2.13092328,HNRNPA3P15
2,196967017,197311173,-,9135.603007,354.4454897,4120.495316,ANKRD44
2,196833004,196927796,-,37.08024657,286.8240418,52.95956247,PGAP1
2,196805002,196810276,-,0,1.412133425,3.388778809,C2orf66
2,196763032,196799725,-,194.7604131,733.8616475,230.436959,GTF3C3
2,196639554,196763490,+,3.344915554,17.88349218,10.78135624,CCDC150
2,196289409,196289707,+,0,0,0,RN7SL820P
2,196189099,196593692,-,652.259186,116.2181247,499.2597273,HECW2
2,196133566,196176503,-,12929.65419,2214.441904,7514.20535,STK17B
2,195994259,195995680,-,1.99119872,0,2.914185967,E2F3P2
2,195737703,196068812,-,18.92282058,13.9093828,36.31512855,DNAH7
2,195670372,195670474,-,0,0,0,RNU6-915P
2,195582794,195584031,-,0,0,0,AHCYP5
2,195575977,195737702,+,113.6474192,1132.411087,110.0977028,SLC39A10
2,195514036,195514142,+,0,0,0,RNU6-169P
2,195451778,195515699,-,0,0,1.65867019,AC064834.1
2,194187379,194188309,+,0,0,0,HNRNPA1P47
2,194129354,194130266,-,0,0,0,GLULP6
2,192774082,192774416,+,0,0,0,RPS17P8
2,192749845,192776899,+,0,0,0,PCGEM1
2,191949043,192195709,-,0,0,0,TMEFF2
2,191881182,191882205,-,0,0,0,DNAJB1P1
2,191846539,192044525,+,0,0,1.65867019,AC098617.1
2,191678068,191696659,+,16631.08299,2793.905982,18752.7867,NABP1
2,191370938,191371044,+,0,0,0,RNU6-1045P
2,191245185,191425389,+,5.079409644,2342.737475,454.6130108,MYO1B
2,191174233,191174835,+,0,0,0.71030776,HMGB1P27
2,191121950,191122056,+,0,0,0,RNU6-959P
2,191029576,191151596,-,346.8357409,126.1087303,1146.254432,STAT4
2,191021526,191032314,+,7.205797051,2.632316479,1.42061552,AC067945.3
2,190964358,191020960,-,11396.73996,8683.726679,2882.768791,STAT1
2,190880827,190965552,+,1158.722481,6704.011037,1146.95281,GLS
2,190646746,190692766,+,959.609084,583.2111046,1199.912373,NAB1
2,190553264,190553480,-,0,0,0,RN7SKP179
2,190504342,190534722,-,39.69507089,197.7119413,58.95554408,NEMP2
2,190408355,190509205,+,116.4674109,1784.375108,267.8240731,MFSD6
2,190343470,190371665,+,279.0181197,503.4219997,305.652332,INPP1
2,190189735,190344193,-,92.41347839,546.4400387,113.5240901,HIBCH
2,190055697,190062729,-,1.285658641,1.31615824,0,MSTN
2,189923336,189924216,+,18.83018257,8.941746088,13.61817321,HNRNPCP2
2,189879609,190203484,+,20.98633962,7.0904507,8.7425579,C2orf88
2,189784085,189877629,+,107.1839298,131.6757078,66.34680761,PMS1
2,189770323,189784371,-,994.1423477,602.1818488,517.4905819,ORMDL1
2,189762704,189765556,+,4.333304427,3.974109372,1.513130356,OSGEPL1-AS1
2,189746660,189763227,-,32.15236663,50.38027082,29.85606343,OSGEPL1
2,189674290,189761193,+,46.9478044,28.62515387,24.2100857,ANKAR
2,189661385,189670831,+,830.527683,854.1745916,595.9510302,ASNSD1
2,189560579,189583758,-,3731.865311,2108.265022,621.8965765,SLC40A1
2,189441433,189475565,+,198.3142872,631.8833902,175.5231213,WDR75
2,189311263,189311967,-,0,0.506460764,0,KRT18P19
2,189133036,189133111,-,0,0,0,MIR3129
2,189031896,189225312,-,14.14509279,16.60258925,9.94430864,COL5A2
2,188978092,188978161,+,0,0,0,MIR1245A
2,188974320,189012746,+,0,1.412133425,0,COL3A1
2,188733738,188790104,-,0,0,0,DIRC1
2,188297492,188297588,+,0,0,0,MIR561
2,188291669,188595931,+,0.42855288,830.1294623,272.4763879,GULP1
2,188276732,188276844,-,0,0,0,RNA5SP114
2,187825341,187826449,+,0,0,0,ST13P2
2,187712816,188384313,-,0,0,0,LINC01090
2,187464230,187565760,-,0,564.8533701,133.1554714,TFPI
2,187415552,187415818,+,0,0,0,GAPDHP59
2,187343129,187448460,-,2.281258001,13.74007386,2.84123104,CALCRL
2,187270698,187270804,-,0,0,0,RNU6-989P
2,187122562,187122861,-,0,0,0,RN7SKP42
2,187003220,187554663,+,0,228.3534546,19.67069463,AC007319.1
2,186827835,186849208,-,0,0,0,ZSWIM2
2,186693971,186765965,+,0.42855288,13.1615824,2.914185967,FAM171B
2,186590065,186680901,+,176.6156687,4554.601653,577.786787,ITGAV
2,186488624,186489083,-,0,0,0,DPRXP1
2,186486156,186509363,+,810.8282721,1787.35569,1033.577537,ZC3H15
2,186364598,186365128,+,0,0.706066713,0,MED28P3
2,186261419,186261919,-,0,0,0,RPL23AP35
2,186032891,186083233,-,0,4.558146879,1.42061552,LINC01473
2,185956587,185957063,-,0,0,0,RPL21P32
2,185783691,185800151,-,0,0,0,FSIP2-AS1
2,185738895,185833290,+,3.317422498,187.7766678,28.74947677,FSIP2
2,184902111,184902562,-,0,0,0,RPL23AP33
2,184598366,184939492,+,94.10803752,9.884933977,93.76062432,ZNF804A
2,184378975,184379044,+,0,0,0,MIR548AE1
2,183607442,183608119,-,0.85710576,3.974109372,2.13092328,CACYBPP2
2,183260642,183261046,+,0,0,0,LIN28AP1
2,183117513,183161680,+,20.20195794,140.0873554,46.1700044,NUP35
2,183078559,183100005,+,1.714211521,5.152527697,2.914185967,DUSP19
2,183071040,183072486,-,0,4.967636715,0,KRT8P10
2,182909115,183038858,-,21.62608067,5295.500738,581.0420569,NCKAP1
2,182873841,182873947,+,0,0,0,RNU6-1122P
2,182833275,182867162,-,0,4.967636715,0,FRZB
2,182788098,182788435,+,0,0,0,RPL31P15
2,182716041,182794464,+,487.978774,2501.358734,400.7005704,DNAJC10
2,182314284,182314544,+,0,0,0,RN7SL267P
2,182140036,182523192,-,0,9.935273431,1.457092983,PDE1A
2,182048822,182048905,+,0,0,0,RNA5SP113
2,181961212,181962478,-,0,1.012921529,0.829335095,KRT18P29
2,181954241,182131398,+,1.174658097,55.63753121,11.01353113,PPP1R1C
2,181738606,181738715,+,0,0,0,RNU6ATAC19P
2,181694442,181694900,+,0,0,0,SAP18P2
2,181673088,181680876,-,0,0,0,NEUROD1
2,181536676,181680665,-,748.9778456,10.59100069,89.27469103,CERKL
2,181457202,181536187,+,3065.408732,40.07521542,305.652332,ITGA4
2,181305593,181305652,-,0,0,0,MIR4437
2,180967248,181076585,+,465.6677304,1505.193925,546.4098687,UBE2E3
2,180872867,180873414,-,35.55586751,34.92268772,115.1103457,FTH1P20
2,180692104,180916939,+,0,0,0,SCHLAP1
2,179944876,180007113,-,1051.649769,711.7152463,1271.639248,CWC22
2,179860836,179860908,-,0,0,0,MIR1258
2,179441982,179861505,-,2.845029081,14.90291015,2.541584107,ZNF385B
2,179101692,179264790,-,407.5632009,924.9739564,260.2584213,SESTD1
2,179001756,179002760,+,0,0,0,RPS6P2
2,178831371,178831449,-,0,0,0,RNU7-104P
2,178829757,179050086,-,22.81258001,1.974237359,5.930362917,CCDC141
2,178554561,178558966,+,39.83362351,10.92880077,18.24537209,AC009948.5
2,178525989,178830802,-,1602.276939,242.8311952,478.1491926,TTN
2,178521183,178779963,+,192.7477897,49.12669414,69.60399639,TTN-AS1
2,178480468,178516462,+,300.1857668,464.9707966,286.9499429,PLEKHA3
2,178463664,178478600,-,0.587329049,61.59869527,13.11383685,FKBP7
2,178431414,178451512,-,119.8727361,452.0549411,158.8786874,PRKRA
2,178194481,178402891,+,28.82547126,182.1652119,67.02627723,OSBPL6
2,178142548,178142651,+,0,0,0,RNU5E-9P
2,178112424,178139011,+,64.30473326,114.5057668,46.1700044,RBM45
2,178092503,178104470,-,0,0,0,CYCTP
2,178038902,178039004,+,0,0,0,RNU6-629P
2,177997273,177998770,-,0,0,0,API5P2
2,177628069,178108339,-,0,0,0,PDE11A
2,177612992,177618966,-,16.41661313,94.38509759,18.94220878,TTC30A
2,177548998,177553014,-,55.17195799,75.50807807,27.23634642,TTC30B
2,177392644,177559299,+,273.3015743,1477.05794,362.8161528,AGPS
2,177313806,177313882,-,0,0,0,MIR6512
2,177255945,177256010,-,0,0,0,MIR3128
2,177229191,177229506,-,61.22563194,4.236400276,32.05604563,DNAJC19P5
2,177227595,177392697,-,2265.17354,4392.441019,10238.99239,NFE2L2
2,177212726,177212799,+,0,0,0,MIR4444-1
2,177212563,177223958,+,2565.033364,3941.26439,3713.762556,HNRNPA3
2,177197985,177198547,+,0,0,0,KRT8P40
2,177138699,177138797,+,0,0,0,RNA5SP112
2,176990508,177164516,-,9.047386109,31.40056739,8.7425579,AC074286.1
2,176929985,176930090,-,0,0,0,RNU6-187P
2,176804987,176806337,-,0,0,0,FUCA1P1
2,176664676,176664766,+,0,0,0,RNU6ATAC14P
2,176637710,176655958,+,0,0.572503077,0,LINC01117
2,176629589,176637931,-,0,4.942466988,3.5515388,LINC01116
2,176269395,176338025,+,26.03700147,552.0422331,100.8161696,MTX2
2,176188843,176188901,+,0,0,0,MIR7704
